food_name,calories,protein_g,fat_g,carbs_g,fibre_g
"Grapefruit, yellow flesh, peeled, raw",39.19694072657744,0.9,0.2,6.5,2.2
"Guava, Hawaiian, raw",34.41682600382409,0.7,0.5,3.5,5.4
"Jackfruit, peeled, raw",82.93499043977054,2.2,0.3,16.7,3.0
"Kiwifruit, green (hayward), peeled, raw",54.97131931166348,1.2,0.7,9.1,3.0
"Kiwifruit, gold, peeled, raw",58.317399617590816,1.2,0.5,11.1,1.8
"Lemon, peeled, raw",26.529636711281068,0.6,0.1,1.8,2.0
"Lemon peel, raw",28.91969407265774,1.5,0.3,0.0,10.6
"Lemon, preserved",23.66156787762906,0.7,0.1,1.3,3.2
"Lime, peeled, raw",27.963671128107073,0.8,0.1,1.2,3.6
"Lime, native, fruit",32.74378585086042,0.1,2.7,0.4,3.6
"Loquat, peeled, raw",29.158699808795408,1.0,0.2,4.9,1.7
"Lychee, peeled, raw",71.22370936902485,0.8,0.0,16.8,1.2
"Lychee, peeled, frozen",73.37476099426385,0.9,0.0,17.3,1.3
"Mandarin, peeled, raw",47.08413001912046,0.8,0.2,9.8,1.6
"Mandarin, canned in syrup",57.36137667304015,0.4,0.1,13.5,0.6
"Mandarin, canned in syrup, drained",60.70745697896749,0.5,0.2,13.8,1.1
"Mandarin, canned in syrup, syrup only",53.298279158699806,0.2,0.0,13.2,0.0
"Mango, peeled, raw",53.53728489483747,0.4,0.0,12.6,1.3
"Mango, peeled, frozen",55.21032504780114,0.4,0.0,12.9,1.3
"Mango, pulped, canned",58.79541108986616,0.4,0.0,14.0,1.2
"Melon, honey dew, white skin, peeled, raw",35.61185468451242,0.7,0.3,7.1,1.0
"Melon, honey dew, yellow skin, peeled, raw",25.5736137667304,0.8,0.3,4.4,0.9
"Melon, honey dew, peeled, raw",30.11472275334608,0.4,0.0,6.9,0.8
"Melon, rockmelon, peeled, raw",23.900573613766728,0.6,0.0,4.8,1.0
"Melon, watermelon, peeled, raw",31.070745697896747,0.6,0.0,7.1,0.4
"Mulberry, raw",33.22179732313575,2.2,0.2,4.3,2.2
"Nectarine, white, unpeeled, raw",35.85086042065009,0.8,0.0,6.7,2.8
"Nectarine, yellow, unpeeled, raw",38.47992351816443,0.8,0.0,7.9,1.6
"Orange, navel, peeled, raw",41.347992351816444,1.0,0.0,8.2,2.2
"Orange, valencia, peeled, raw",41.82600382409178,1.0,0.0,8.2,2.4
"Orange, peeled, raw",41.58699808795411,1.0,0.0,8.2,2.3
"Passionfruit, raw",79.11089866156787,2.8,1.4,6.9,11.0
"Passionfruit, pulp, frozen",81.26195028680688,2.9,1.5,7.1,11.2
"Passionfruit, pulp, canned",104.68451242829828,1.4,0.7,20.4,5.5
"Pawpaw (papaya), peeled, raw",39.913957934990435,0.4,0.0,8.4,2.1
"Papaya, red, peeled, raw",53.77629063097514,0.5,0.0,11.8,2.2
"Papaya, yellow, peeled, raw",30.11472275334608,0.5,0.0,6.4,1.9
"Peach, white, unpeeled, raw",34.655831739961755,0.7,0.0,7.5,1.6
"Peach, yellow, unpeeled, raw",38.47992351816443,0.7,0.0,7.7,1.6
"Peach, canned in pear juice",43.977055449330784,0.6,0.0,8.3,1.3
"Peach, canned in pear juice, drained",45.65009560229445,0.8,0.1,8.2,2.0
"Peach, canned in pear juice, juice only",41.58699808795411,0.4,0.0,8.5,0.3
"Pear, Packham's triumph, unpeeled, raw",55.21032504780114,0.4,0.0,12.5,3.0
"Pear, William Bartlett, unpeeled, raw",54.493307839388144,0.3,0.0,9.0,3.7
"Pear, green skin, unpeeled, raw",59.27342256214149,0.4,0.0,10.8,3.0
"Pear, brown skin, unpeeled, raw",55.927342256214146,0.4,0.0,9.6,3.8
"Pear, canned in pear juice",46.367112810707454,0.5,0.0,8.7,1.7
"Pear, canned in pear juice, drained",47.801147227533455,0.6,0.0,8.6,2.8
"Pear, canned in pear juice, juice only",44.21606118546845,0.2,0.0,8.8,0.2
"Pear, nashi, unpeeled, raw",49.235181644359464,0.2,0.0,9.6,2.1
"Persimmon, peeled, raw",70.26768642447418,0.6,0.1,16.0,2.7
"Pineapple, peeled, raw",39.4359464627151,0.5,0.0,8.6,1.3
"Pineapple, peeled, frozen",40.39196940726577,0.5,0.0,8.8,1.3
"Pineapple, canned in pineapple juice",56.40535372848948,0.5,0.6,12.0,0.8
"Pineapple, canned in juice, drained",45.411089866156786,0.0,0.0,10.9,1.1
"Pineapple, canned in pineapple juice, juice only",44.69407265774378,0.3,0.0,10.6,0.0
"Pineapple, canned in syrup",86.04206500956022,0.3,0.6,19.8,0.7
"Pineapple, canned in syrup, drained",70.74569789674952,0.0,0.0,17.5,1.2
"Pineapple, canned in syrup, syrup only",88.4321223709369,0.3,0.0,22.0,0.0
"Plum, unpeeled, raw",49.95219885277246,0.6,0.0,9.0,2.0
"Plum, dark, canned in syrup",88.67112810707457,0.4,0.0,21.3,1.0
"Plum, dark, canned in syrup, drained",92.25621414913958,0.5,0.1,21.3,2.0
"Plum, dark, canned in syrup, syrup only",84.60803059273422,0.3,0.0,21.3,0.0
"Plum, davidson (native), flesh",66.92160611854685,1.0,0.2,14.3,2.0
"Plum, salted",204.82791586998087,3.7,0.0,34.4,9.3
"Pomegranate, peeled, raw",78.63288718929253,1.9,0.2,13.5,6.4
"Prickly pear, peeled, raw",48.75717017208413,0.4,0.3,8.8,4.6
Prune (dried plum),206.7399617590822,2.6,0.4,32.3,7.7
"Quandong, fruit, flesh",50.90822179732313,2.5,0.0,8.1,4.2
"Quince, peeled, raw",57.83938814531548,0.5,0.2,11.0,5.2
Raisin,306.40535372848944,2.1,0.9,74.4,2.2
"Rambutan, raw",74.56978967495219,1.0,0.4,15.7,2.8
"Raspberry, raw",48.040152963671126,1.1,0.3,6.9,4.8
"Raspberry, purchased frozen",48.040152963671126,1.1,0.3,6.9,4.8
"Raspberry, canned in syrup",75.2868068833652,0.6,0.1,17.0,2.5
"Raspberry, canned in syrup, drained",81.97896749521988,1.0,0.2,16.2,6.0
"Raspberry, canned in syrup, syrup only",70.74569789674952,0.2,0.0,17.5,0.0
"Rhubarb, stalk, raw",22.466539196940726,1.5,0.2,1.7,2.2
"Rhubarb, stewed, sugar sweetened, no added fat",65.72657743785851,1.4,0.2,13.3,2.1
Sultana,312.6195028680688,2.6,0.3,75.8,3.3
"Strawberry, raw",31.54875717017208,0.7,0.2,5.6,2.1
"Strawberry, purchased frozen",31.54875717017208,0.7,0.2,5.6,2.1
"Strawberry, canned in syrup",80.06692160611854,0.4,0.2,18.8,1.5
"Strawberry, canned in syrup, drained",84.36902485659655,0.9,0.1,18.7,3.5
"Strawberry, canned in syrup, syrup only",76.7208413001912,0.1,0.2,18.9,0.0
"Tamarillo, peeled, raw",35.85086042065009,2.0,0.1,3.4,4.7
"Tamarind, paste, pure",250.4780114722753,2.8,0.6,57.4,5.1
"Tangelo, peeled, raw",41.10898661567877,0.6,0.1,7.8,2.0
"Tangerine or tangor, peeled, raw",43.02103250478011,1.0,0.2,8.1,1.5
"Wax jambu, raw",26.051625239005734,0.7,0.2,4.5,1.9
"Fruit salad, canned in fruit juice",47.801147227533455,0.7,0.1,9.8,1.4
"Fruit salad, canned in fruit juice, drained",49.47418738049713,0.8,0.2,9.5,2.3
"Fruit salad, canned in fruit juice, juice only",45.65009560229445,0.4,0.0,10.2,0.2
"Mixed berry, frozen",47.801147227533455,0.6,0.1,9.6,3.3
Mixed dried fruit,304.25430210325044,2.2,0.7,73.6,3.3
"Baked beans, canned in tomato sauce",91.06118546845124,4.8,0.3,13.0,4.8
"Baked beans, canned in tomato sauce, reduced salt",91.06118546845124,4.8,0.3,13.0,4.8
"Bean, broad, dried",310.70745697896746,24.3,2.1,37.0,18.6
"Bean, broad, fresh, raw",56.16634799235182,6.9,0.5,2.2,7.1
"Bean, broad, fresh, boiled, drained",60.22944550669216,7.4,0.5,2.4,7.6
"Bean, butter, fresh, raw",24.8565965583174,2.3,0.2,2.3,2.3
"Bean, butter, fresh, boiled, drained",26.768642447418735,2.5,0.2,2.5,2.5
"Bean, haricot, dried",291.5869980879541,21.9,2.2,34.8,18.5
"Bean, haricot, dried, boiled, drained",110.89866156787762,8.2,0.7,12.6,8.8
"Bean, lima, dried",310.4684512428298,21.4,1.7,40.6,17.7
"Bean, lima, dried, boiled, drained",84.8470363288719,6.4,0.3,10.2,5.3
"Bean, mung, whole, dried, uncooked",315.4875717017208,24.5,2.0,41.9,13.7
"Bean, red kidney, dried",298.7571701720841,22.5,1.8,35.6,21.5
"Bean, red kidney, dried, boiled, drained",91.3001912045889,7.9,0.5,9.1,7.2
"Bean, red kidney, fresh, raw",134.08221797323134,12.8,0.4,14.7,9.1
"Bean, red kidney, fresh, boiled, drained",144.35946462715106,13.8,0.4,15.8,9.8
"Bean, red kidney, canned, drained",105.40152963671127,6.6,0.6,14.0,6.5
"Bean, soya (soy), dried",401.7686424474187,31.3,20.2,12.5,20.1
"Bean, soya (soy), dried, boiled, drained",146.7495219885277,13.5,7.7,1.4,7.2
"Chickpea, dried",328.1548757170172,19.7,5.5,38.5,20.8
"Chickpea, dried, boiled, drained",119.26386233269598,7.2,2.0,14.0,7.6
"Chickpea, canned, drained",113.2887189292543,6.3,2.1,13.3,5.7
"Dip, hummus (hommus), commercial",248.3269598470363,6.9,19.5,9.4,3.9
"Lentil, French, hulled, dry",323.37476099426385,28.3,2.0,38.8,15.0
"Lentil, green, hulled, dry",317.8776290630975,25.3,1.7,40.9,14.6
"Lentil, red, hulled, dry",326.0038240917782,23.0,1.9,45.7,13.7
"Lentil, hulled, dry",322.41873804971317,25.5,1.9,41.8,14.4
"Lentil, dried, boiled, drained",92.01720841300191,7.3,0.5,11.9,4.1
"Lupin, dehulled, splits, uncooked",315.4875717017208,37.5,7.9,10.0,27.8
"Lupin, dehulled, flakes, uncooked",309.51242829827913,36.9,7.7,10.0,27.0
"Lupin, whole, uncooked",282.50478011472273,28.6,6.5,7.4,41.5
"Pea, split, dried",341.06118546845124,23.0,2.0,50.5,10.1
"Pea, split, dried, boiled, drained",86.9980879541109,6.6,0.4,9.1,8.3
"Pea, green, whole, dried",309.9904397705545,22.0,2.1,40.9,16.8
"Pea, yellow, whole, dried",325.28680688336516,23.3,2.3,43.6,17.7
"Beef, all cuts, separable fat, raw",592.2562141491395,12.1,61.4,0.0,0.0
"Beef, all cuts, separable fat, cooked, no added fat",553.7762906309752,15.3,55.6,0.0,0.0
"Beef, casserole meat, boneless or bone-in, shin, lean, raw",94.16826003824092,21.9,0.6,0.0,0.0
"Beef, casserole meat, boneless or bone-in, shin, lean, casseroled, no added fat",163.0019120458891,33.8,2.8,0.0,0.5
"Beef, casserole meat, boneless or bone-in, shin, untrimmed, raw",124.04397705544932,21.3,4.2,0.0,0.0
"Beef, casserole meat, boneless or bone-in, shin, untrimmed, casseroled, no added fat",229.4455066921606,30.6,11.8,0.0,0.4
"Beef, casserole meat, boneless, chuck, lean, raw",123.56596558317399,23.0,3.4,0.0,0.0
"Beef, casserole meat, boneless, chuck, lean, casseroled, no added fat",227.77246653919693,33.0,10.6,0.0,0.0
"Beef, casserole meat, boneless, chuck, untrimmed, raw",180.4493307839388,21.7,10.4,0.0,0.0
"Beef, casserole meat, boneless, chuck, untrimmed, casseroled, no added fat",260.2772466539197,31.2,15.1,0.0,0.0
"Beef, diced, lean, raw",137.18929254302103,27.9,2.7,0.0,0.0
"Beef, diced, lean, dry-fried, no added fat",156.07074569789674,32.1,2.9,0.0,0.0
"Beef, diced, lean, casseroled, no added fat",179.25430210325047,36.5,3.5,0.0,0.0
"Beef, diced, untrimmed, raw",146.7495219885277,27.6,3.9,0.0,0.0
"Beef, diced, untrimmed, dry-fried, no added fat",162.04588910133842,31.8,3.7,0.0,0.0
"Beef, diced, untrimmed, casseroled, no added fat",184.99043977055447,36.2,4.3,0.0,0.0
"Beef, stir-fry strips, lean, raw",128.10707456978966,27.2,2.0,0.0,0.0
"Beef, stir-fry strips, lean, dry-fried, no added fat",153.91969407265773,30.9,3.2,0.0,0.0
"Beef, strips, lean, casseroled, no added fat",176.8642447418738,37.5,2.8,0.0,0.0
"Beef, stir-fry strips, untrimmed, raw",133.60420650095602,27.0,2.7,0.0,0.0
"Beef, stir-fry strips, untrimmed, dry-fried, no added fat",157.02676864244742,30.8,3.6,0.0,0.0
"Beef, strips, untrimmed, casseroled, no added fat",179.7323135755258,37.3,3.2,0.0,0.0
"Beef, mince, lower fat, raw",129.302103250478,22.9,4.1,0.0,0.0
"Beef, mince, lower fat, stir-fried, no added fat",202.91586998087953,32.3,8.1,0.0,0.0
"Beef, mince, regular fat, raw",169.6940726577438,22.4,8.9,0.0,0.0
"Beef, mince, regular fat, stir-fried, no added fat",264.81835564053534,29.5,16.4,0.0,0.0
"Beef, mince, higher fat, raw",183.3173996175908,22.5,10.4,0.0,0.0
"Beef, mince, higher fat, stir-fried, no added fat",231.35755258126193,27.6,13.5,0.0,0.0
"Beef, rump steak, lean, raw",107.55258126195028,20.4,2.8,0.0,0.0
"Beef, rump steak, lean, grilled, no added fat",169.6940726577438,32.0,4.5,0.0,0.0
"Beef, rump steak, untrimmed, raw",130.49713193116634,20.0,5.6,0.0,0.0
"Beef, rump steak, untrimmed, grilled, no added fat",217.49521988527724,29.9,10.8,0.0,0.0
"Beef, sirloin steak, lean, raw",114.7227533460803,24.1,1.9,0.0,0.0
"Beef, sirloin steak, lean, grilled, no added fat",157.50478011472273,30.5,3.8,0.0,0.0
"Beef, sirloin steak, untrimmed, raw",143.1644359464627,23.4,5.4,0.0,0.0
"Beef, sirloin steak, untrimmed, grilled, no added fat",240.67877629063096,27.3,14.7,0.0,0.0
"Beef, steak, boneless, fillet or tenderloin, lean, raw",136.23326959847034,22.2,5.2,0.0,0.0
"Beef, steak, boneless, fillet or tenderloin, lean, grilled, no added fat",178.29827915869978,31.9,5.5,0.0,0.0
"Beef, steak, boneless, fillet or tenderloin, untrimmed, raw",169.6940726577438,21.4,9.3,0.0,0.0
"Beef, steak, boneless, fillet or tenderloin, untrimmed, grilled, no added fat",202.91586998087953,30.8,8.8,0.0,0.0
"Beef, steak, boneless or bone-in, blade, lean, raw",113.2887189292543,22.2,2.6,0.0,0.0
"Beef, steak, boneless or bone-in, blade, lean, grilled, no added fat",155.35372848948373,31.9,2.9,0.0,0.0
"Beef, steak, boneless or bone-in, blade, untrimmed, raw",168.97705544933078,21.0,9.5,0.0,0.0
"Beef, steak, with bone, blade, untrimmed, grilled, no added fat",189.05353728489482,30.5,7.4,0.0,0.0
"Beef, steak, boneless, round, lean, raw",100.38240917782026,21.0,1.7,0.0,0.0
"Beef, steak, boneless, round, lean, grilled, no added fat",146.98852772466537,31.8,2.0,0.0,0.0
"Beef, steak, boneless, round, untrimmed, raw",135.75525812619503,20.4,6.0,0.0,0.0
"Beef, steak, boneless, round, untrimmed, grilled, no added fat",166.5869980879541,31.0,4.6,0.0,0.0
"Beef, steak, boneless, scotch fillet, lean, raw",121.41491395793498,23.8,2.8,0.0,0.0
"Beef, steak, boneless, scotch fillet, lean, grilled, no added fat",168.97705544933078,31.9,4.5,0.0,0.0
"Beef, steak, boneless, scotch fillet, untrimmed, raw",179.49330783938814,22.4,10.0,0.0,0.0
"Beef, steak, boneless, scotch fillet, untrimmed, grilled, no added fat",227.77246653919693,29.4,12.3,0.0,0.0
"Beef, steak, with bone, T-bone, lean, raw",116.39579349904398,24.4,2.0,0.0,0.0
"Beef, steak, with bone, T-bone, lean, grilled, no added fat",152.24665391969407,29.2,3.8,0.0,0.0
"Beef, steak, with bone, T-bone, untrimmed, raw",236.13766730401528,21.3,16.9,0.0,0.0
"Beef, steak, with bone, T-bone, untrimmed, grilled, no added fat",235.18164435946463,26.3,14.5,0.0,0.0
"Beef, silverside roast, lean, raw",118.30783938814531,24.1,2.3,0.0,0.0
"Beef, silverside roast, lean, roasted, no added fat",158.6998087954111,26.9,5.6,0.0,0.0
"Beef, silverside roast, untrimmed, raw",169.6940726577438,22.8,8.7,0.0,0.0
"Beef, silverside roast, untrimmed, roasted, no added fat",190.48757170172084,26.0,9.6,0.0,0.0
"Beef, topside roast, lean, raw",117.11281070745697,22.3,3.0,0.0,0.0
"Beef, topside roast, lean, roasted, no added fat",157.7437858508604,32.7,2.8,0.0,0.0
"Beef, topside roast, untrimmed, raw",162.76290630975143,21.3,8.6,0.0,0.0
"Beef, topside roast, untrimmed, roasted, no added fat",189.53154875717016,31.3,7.1,0.0,0.0
"Meatball or rissole, beef mince, commercial, raw",219.8852772466539,15.5,16.3,2.0,1.0
"Meatball or rissole, beef, commercial, cooked",297.08413001912044,20.9,22.0,2.7,1.4
"Veal, all cuts, separable fat, raw",335.3250478011472,19.4,29.0,0.0,0.0
"Veal, all cuts, separable fat, cooked",375.9560229445506,20.7,33.0,0.0,0.0
"Veal, cutlet, with bone, lean, raw",109.70363288718929,24.6,1.1,0.0,0.0
"Veal, cutlet, with bone, lean, grilled, no added fat",131.93116634799233,28.1,2.0,0.0,0.0
"Veal, cutlet, with bone, untrimmed, raw",125.0,24.2,3.0,0.0,0.0
"Veal, cutlet, with bone, untrimmed, grilled, no added fat",151.05162523900572,27.5,4.4,0.0,0.0
"Veal, diced, lean, raw",107.07456978967494,23.1,1.5,0.0,0.0
"Veal, diced, lean, stir-fried, no added fat",156.07074569789674,31.9,3.0,0.0,0.0
"Veal, diced, untrimmed, raw",111.37667304015295,23.0,2.0,0.0,0.0
"Veal, diced, untrimmed, stir-fried, no added fat",162.2848948374761,31.6,3.8,0.0,0.0
"Veal, stir-fry strips, lean, raw",128.10707456978966,27.2,2.0,0.0,0.0
"Veal, stir-fry strips, lean, stir-fried, no added fat",146.7495219885277,30.0,2.8,0.0,0.0
"Veal, stir-fry strips, untrimmed, raw",131.6921606118547,27.1,2.5,0.0,0.0
"Veal, stir-fry strips, untrimmed, stir-fried, no added fat",148.9005736137667,29.9,3.1,0.0,0.0
"Veal, steak, boneless, leg, lean, raw",112.33269598470363,24.4,1.5,0.0,0.0
"Veal, steak, boneless, leg, lean, grilled, no added fat",156.54875717017208,34.4,1.9,0.0,0.0
"Veal, steak, boneless, leg, untrimmed, raw",115.20076481835564,24.3,1.8,0.0,0.0
"Veal, steak, boneless, leg, untrimmed, grilled, no added fat",161.32887189292543,34.1,2.6,0.0,0.0
"Lamb, all cuts, separable fat, raw",553.2982791586998,10.8,57.6,0.0,0.0
"Lamb, all cuts, separable fat, cooked",538.0019120458891,16.2,53.4,0.0,0.0
"Lamb, chop, with bone, chump, lean, raw",129.54110898661568,22.5,4.3,0.0,0.0
"Lamb, chop, with bone, chump, lean, grilled, no added fat",228.7284894837476,34.1,10.2,0.0,0.0
"Lamb, chop, with bone, chump, untrimmed, raw",234.46462715105162,19.6,17.5,0.0,0.0
"Lamb, chop, with bone, chump, untrimmed, grilled, no added fat",298.9961759082218,30.0,20.0,0.0,0.0
"Lamb, chop, with bone, forequarter, lean, raw",133.60420650095602,20.5,5.7,0.0,0.0
"Lamb, chop, with bone, forequarter, lean, grilled, no added fat",214.62715105162522,28.0,11.4,0.0,0.0
"Lamb, chop, with bone, forequarter, untrimmed, raw",269.12045889101336,17.4,22.4,0.0,0.0
"Lamb, chop, with bone, forequarter, grilled, no added fat",280.1147227533461,25.6,19.9,0.0,0.0
"Lamb, loin chop, lean, raw",160.37284894837475,28.6,5.0,0.0,0.0
"Lamb, loin chop, lean, grilled, no added fat",201.48183556405354,29.8,9.1,0.0,0.0
"Lamb, loin chop, untrimmed, raw",304.9713193116635,22.0,24.4,0.0,0.0
"Lamb, loin chop, untrimmed, grilled, no added fat",275.8126195028681,26.8,18.9,0.0,0.0
"Lamb, cutlet or frenched cutlet, with bone, lean, raw",139.81835564053537,20.9,6.2,0.0,0.0
"Lamb, cutlet or frenched cutlet, with bone, lean, grilled, no added fat",200.04780114722752,30.5,8.6,0.0,0.0
"Lamb, cutlet or frenched cutlet, with bone, untrimmed, raw",233.26959847036326,18.6,17.8,0.0,0.0
"Lamb, cutlet or frenched cutlet, with bone, untrimmed, grilled, no added fat",277.9636711281071,27.2,18.9,0.0,0.0
"Lamb, diced, lean, raw",132.40917782026767,21.3,5.2,0.0,0.0
"Lamb, diced, lean, stir-fried, no added fat",184.7514340344168,31.3,6.5,0.0,0.0
"Lamb, diced, lean, casseroled, no added fat",185.46845124282981,32.2,6.2,0.0,0.0
"Lamb, diced, untrimmed, raw",140.53537284894836,21.1,6.2,0.0,0.0
"Lamb, diced, untrimmed, stir-fried, no added fat",192.63862332695984,31.0,7.6,0.0,0.0
"Lamb, diced, untrimmed, casseroled, no added fat",193.35564053537283,31.8,7.2,0.0,0.0
"Lamb, stir-fry strips, lean, raw",126.19502868068832,21.9,4.2,0.0,0.0
"Lamb, stir-fry strips, lean, stir-fried, no added fat",182.36137667304016,28.1,7.7,0.0,0.0
"Lamb, stir-fry strips, lean, casseroled, no added fat",185.46845124282981,32.2,6.2,0.0,0.0
"Lamb, stir-fry strips, untrimmed, raw",138.1453154875717,21.6,5.7,0.0,0.0
"Lamb, stir-fry strips, untrimmed, stir-fried, no added fat",186.66347992351817,28.0,8.3,0.0,0.0
"Lamb, stir-fry strips, untrimmed, casseroled, no added fat",189.77055449330783,32.0,6.8,0.0,0.0
"Lamb, mince, raw",143.88145315487571,20.4,6.9,0.0,0.0
"Lamb, mince, stir-fried, no added fat",174.23518164435944,24.4,8.5,0.0,0.0
"Lamb, leg roast, lean, raw",114.0057361376673,21.1,3.2,0.0,0.0
"Lamb, leg roast, lean, roasted, no added fat",177.34225621414913,30.6,6.0,0.0,0.0
"Lamb, leg roast, untrimmed, raw",187.8585086042065,19.4,12.3,0.0,0.0
"Lamb, leg roast, untrimmed, roasted, no added fat",228.96749521988525,28.5,12.8,0.0,0.0
"Lamb, mini roast, lean, roasted, no added fat",162.52390057361376,27.8,5.6,0.0,0.0
"Lamb, mini roast, untrimmed, roasted, no added fat",205.06692160611854,26.5,11.0,0.0,0.0
"Lamb, roasting piece, shoulder, lean, raw",111.85468451242829,18.2,4.3,0.0,0.0
"Lamb, roasting piece, shoulder, lean, roasted, no added fat",168.0210325047801,29.6,5.4,0.0,0.0
"Lamb, roasting piece, shoulder, untrimmed, raw",213.67112810707457,16.5,16.6,0.0,0.0
"Lamb, roasting piece, shoulder, untrimmed, roasted, no added fat",261.71128107074566,26.2,17.5,0.0,0.0
"Lamb, eye of loin, lean, raw",119.02485659655831,20.8,3.9,0.0,0.0
"Lamb, eye of loin, lean, microwaved, no added fat",158.46080305927342,26.8,5.6,0.0,0.0
"Lamb, eye of loin, untrimmed, raw",130.25812619502867,20.6,5.3,0.0,0.0
"Lamb, eye of loin, untrimmed, microwaved, no added fat",165.1529636711281,26.6,6.5,0.0,0.0
"Lamb, fillet, lean, raw",115.91778202676863,19.8,4.0,0.0,0.0
"Lamb, fillet, lean, grilled, no added fat",160.37284894837475,27.5,5.5,0.0,0.0
"Lamb, fillet, untrimmed, raw",139.5793499043977,19.3,6.9,0.0,0.0
"Lamb, fillet, untrimmed, grilled, no added fat",168.97705544933078,27.2,6.6,0.0,0.0
"Lamb, steak, boneless, lean, raw",130.49713193116634,21.9,4.7,0.0,0.0
"Lamb, steak, boneless, lean, grilled, no added fat",183.79541108986615,30.8,6.6,0.0,0.0
"Lamb, steak, boneless, untrimmed, raw",186.9024856596558,20.4,11.8,0.0,0.0
"Lamb, steak, boneless, untrimmed, grilled, no added fat",223.94837476099426,29.2,11.9,0.0,0.0
"Lamb, with bone, shin, lean, raw",114.0057361376673,23.9,1.9,0.0,0.0
"Lamb, with bone, shin, lean, casseroled, no added fat",180.4493307839388,34.6,4.5,0.0,0.0
"Lamb, with bone, shin, untrimmed, raw",187.61950286806882,21.7,11.2,0.0,0.0
"Lamb, with bone, shin, untrimmed, casseroled, no added fat",230.64053537284894,32.0,11.4,0.0,0.0
"Mutton, all cuts, separable fat, raw",602.7724665391969,8.2,64.4,0.0,0.0
"Mutton, all cuts, separable fat, cooked",643.8814531548757,10.7,67.9,0.0,0.0
"Mutton, boneless dice or strips, shoulder, lean, raw",123.80497131931166,21.3,4.2,0.0,0.0
"Mutton, boneless dice or strips, shoulder, lean, casseroled, no added fat",248.80497131931165,36.4,11.4,0.0,0.0
"Mutton, boneless dice or strips, shoulder, semi-trimmed, casseroled, no added fat",266.491395793499,35.2,13.9,0.0,0.0
"Mutton, boneless dice or strips, shoulder, untrimmed, raw",171.12810707456978,20.0,10.2,0.0,0.0
"Mutton, boneless dice or strips, shoulder, untrimmed, casseroled, no added fat",271.7495219885277,34.9,14.7,0.0,0.0
"Mutton, roasting piece, with bone, leg, lean, raw",121.65391969407266,21.6,3.8,0.0,0.0
"Mutton, roasting piece, with bone, leg, lean, roasted, no added fat",189.2925430210325,29.8,7.7,0.0,0.0
"Mutton, roasting piece, with bone, leg, untrimmed, raw",193.83365200764817,19.6,12.9,0.0,0.0
"Mutton, roasting piece, with bone, leg, untrimmed, roasted, no added fat",260.9942638623327,26.8,17.2,0.0,0.0
"Buffalo, riverine, cube roll, raw",155.35372848948373,23.9,6.6,0.0,0.0
"Buffalo, riverine, topside, raw",118.54684512428298,24.4,2.2,0.0,0.0
"Buffalo, swamp, cube roll, raw",121.17590822179731,24.4,2.5,0.0,0.0
"Buffalo, swamp, topside, raw",107.07456978967494,24.6,0.8,0.0,0.0
"Camel, cube roll, raw",150.5736137667304,20.3,7.7,0.0,0.0
"Camel, rump, raw",113.52772466539196,21.4,3.0,0.0,0.0
"Camel, steak, as purchased, raw",122.848948374761,20.8,4.3,0.0,0.0
"Camel, steak, as purchased, fried, no added fat",188.81453154875717,32.0,6.7,0.0,0.0
"Goat, all cuts, separable fat, raw",443.3556405353728,12.2,44.6,0.0,0.0
"Goat, all cuts, separable fat, baked, no added fat",610.8986615678776,10.0,64.5,0.0,0.0
"Goat, forequarter, lean, raw",103.25047801147227,21.6,1.8,0.0,0.0
"Goat, forequarter, lean, baked, no added fat",161.56787762906308,30.8,4.2,0.0,0.0
"Goat, leg, lean, raw",108.98661567877629,22.2,2.1,0.0,0.0
"Goat, leg, lean, baked, no added fat",166.10898661567876,33.8,3.2,0.0,0.0
"Goat, loin, lean, raw",103.25047801147227,22.2,1.4,0.0,0.0
"Goat, loin, lean, baked, no added fat",146.2715105162524,29.2,3.1,0.0,0.0
"Goat, meat, all cuts, lean, raw",105.1625239005736,22.0,1.8,0.0,0.0
"Goat, meat, all cuts, lean, baked, no added fat",157.98279158699808,31.3,3.5,0.0,0.0
"Goat, meat, all cuts, lean, casseroled, no added fat",208.1739961759082,43.6,3.5,0.0,0.0
"Goat, meat, all cuts, untrimmed, raw",135.2772466539197,21.2,5.6,0.0,0.0
"Goat, meat, all cuts, untrimmed, baked, no added fat",202.4378585086042,29.2,9.5,0.0,0.0
"Goat, meat, all cuts, untrimmed, casseroled, no added fat",241.63479923518162,37.8,10.0,0.0,0.0
"Rabbit, farmed, whole, raw",112.81070745697896,23.2,2.1,0.0,0.0
"Rabbit, flesh, casseroled, no added fat",170.1720841300191,29.3,5.7,0.2,0.0
"Venison, leg medallion, lean, raw",109.22562141491395,23.5,1.5,0.0,0.0
"Venison, leg medallion, lean, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat",133.12619502868068,28.7,1.9,0.0,0.0
"Venison, mince, premium, raw",111.1376673040153,21.0,2.9,0.0,0.0
"Venison, mince, premium, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat",153.91969407265773,29.8,3.7,0.0,0.0
"Pork, belly, rind removed, raw",307.3613766730401,18.6,26.2,0.0,0.0
"Pork, belly, rind removed, baked, no added fat",383.84321223709367,27.4,30.8,0.0,0.0
"Pork, crackling, roasted, salted",665.8699808795411,8.9,71.2,0.0,0.0
