food_name,calories,protein_g,fat_g,carbs_g,fibre_g
scallop squash cooked,29.0,1.9,0.3,5.9,3.4
pumpkin leaves cooked,15.0,1.9,0.2,2.4,1.9
hungarian pepper,8.0,0.2,0.1,1.8,0.3
sweet potato baked,103.0,2.3,0.2,23.6,3.8
chinese cabbage pe tsai raw,12.0,0.9,0.2,2.5,0.9
taro raw,116.0,1.6,0.2,27.5,4.3
yam bean jicama,49.0,0.9,0.1,11.5,6.4
olives,10.0,0.09,0.9,0.5,0.1
mustard greens cooked,36.0,3.6,0.7,6.3,2.8
pumpkin flowers cooked,20.0,1.5,0.1,4.4,1.2
tree fern cooked,57.0,0.4,0.096,15.3,5.3
yellow corn raw,606.0,15.6,7.9,123.3,12.1
endive,9.0,0.6,0.1,1.7,1.6
wakame,36.0,2.4,0.5,7.3,0.4
tahitian taro raw,55.0,3.5,1.2,8.6,0.0
broccoli raw,31.0,2.6,0.3,6.0,2.4
sweet green peppers raw,30.0,1.3,0.3,6.9,2.5
chinese cabbage pak choi cooked,20.0,2.7,0.3,3.0,1.7
agar,1.0,0.053,0.058,0.3,0.027
watercress,4.0,0.8,0.006,0.4,0.2
beet greens cooked,39.0,3.7,0.3,7.9,4.2
winter squash cooked,76.0,1.8,0.7,18.1,5.7
new zealand spinach raw,8.0,0.8,0.1,1.4,0.8
okra,4.0,0.2,0.082,0.9,0.4
yautia tannier,132.0,2.0,0.5,31.9,2.0
mustard spinach cooked,29.0,3.1,0.4,5.0,3.6
rhubarb cooked,278.0,0.9,0.1,74.9,4.8
beets raw,58.0,2.2,0.2,13.0,3.8
drumstick pods raw,37.0,2.1,0.2,8.5,3.2
baby zucchini,2.0,0.3,0.089,0.3,0.1
onion raw,16.0,0.4,0.048,3.7,0.7
romanesco cooked,39.0,3.7,0.4,7.7,4.0
butternut squash raw,90.0,2.0,0.2,23.4,4.0
amaranth leaves,6.0,0.7,0.075,1.1,0.0
turnip greens raw,18.0,0.8,0.2,3.9,1.8
spaghetti squash raw,31.0,0.6,0.6,7.0,1.5
seaweed dry,52.0,3.1,0.3,9.2,7.3
yam cooked,158.0,2.0,0.2,37.4,5.3
corn dried,119.0,4.1,3.0,18.8,5.8
cucumber,23.0,1.0,0.2,5.4,0.8
arrowroot,78.0,5.1,0.2,16.1,1.6
cardoon raw,30.0,1.2,0.2,7.2,2.8
bamboo shoots cooked,14.0,1.8,0.3,2.3,1.2
summer squash raw,42.0,3.1,0.5,8.7,2.9
sweet potato raw,112.0,2.0,0.002,26.2,3.9
green tomato,42.0,2.2,0.4,9.3,2.0
beet greens raw,8.0,0.8,0.078,1.6,1.4
savoy cabbage cooked,41.0,3.1,0.2,9.2,4.8
witloof chicory,9.0,0.5,0.031,2.1,1.6
turnips cooked,34.0,1.1,0.1,7.9,3.1
dried tomatoes,5.0,0.3,0.053,1.1,0.2
radicchio,15.0,0.9,0.2,2.9,0.6
mixed vegetables cooked,118.0,5.2,0.3,23.8,8.0
yellow tomato,32.0,2.1,0.6,6.3,1.5
cardoon cooked,26.0,0.9,0.1,6.4,2.0
spinach raw,7.0,0.9,0.1,1.1,0.7
kale raw,7.0,0.6,0.3,0.9,0.9
drumstick pods cooked,42.0,2.5,0.2,9.7,5.0
kohlrabi raw,72.0,4.5,0.3,16.4,9.5
lentil sprouts,82.0,6.9,0.4,17.0,0.0
carrots raw,25.0,0.6,0.1,5.8,1.7
red chili peppers,18.0,0.8,0.2,4.0,0.7
fennel,73.0,2.9,0.5,17.1,7.3
sweet corn white,63.0,2.4,0.9,13.9,2.0
celeriac raw,66.0,2.3,0.5,14.4,2.8
hubbard squash raw,46.0,2.3,0.6,10.1,4.5
brussels sprouts cooked,8.0,0.5,0.1,1.5,0.5
carrots cooked,16.0,0.3,0.092,3.8,1.4
lambs quarters raw,0.0,0.08,0.067,0.069,0.046
lotus root cooked,6.0,0.1,0.056,1.4,0.3
split peas raw,672.0,48.4,2.3,118.9,50.2
scots kale cooked,36.0,2.5,0.5,7.3,0.0
corn cooked,99.0,3.5,1.5,21.6,2.5
radish raw,1.0,0.042,0.026,0.2,0.002
stinging nettles,37.0,2.4,0.007,6.7,6.1
baby carrots,5.0,0.031,0.053,1.2,0.4
sweet yellow peppers,50.0,1.9,0.4,11.8,1.7
taro leaves raw,12.0,1.4,0.2,1.9,1.0
corn raw,123.0,4.7,1.9,26.7,2.9
roselle,28.0,0.5,0.4,6.4,0.0
drumstick leaves raw,13.0,2.0,0.3,1.7,0.4
scallop squash raw,23.0,1.6,0.3,5.0,1.6
chicory roots,65.0,1.3,0.2,15.8,1.4
brussels sprouts raw,8.0,0.6,0.077,1.7,0.7
kale cooked,42.0,3.5,1.4,6.3,4.7
pupusas con frijoles,289.0,7.0,11.4,39.7,7.3
mustard cabbage,36.0,1.4,0.1,7.2,4.0
gourd raw,19.0,1.1,0.2,4.1,1.0
butternut squash cooked,80.0,1.8,0.2,21.0,6.4
burdock root cooked,146.0,3.5,0.2,35.1,3.0
cassava,330.0,2.8,0.6,78.4,3.7
peas carrots cooked,77.0,4.9,0.7,16.2,5.0
romaine lettuce,8.0,0.6,0.1,1.5,1.0
yam raw,177.0,2.3,0.3,41.8,6.2
chowchow pickles,296.0,3.7,2.2,65.3,3.7
prairie turnips raw,20.0,0.3,0.029,4.5,1.0
savoy cabbage raw,19.0,1.4,0.017,4.3,2.2
celery raw,6.0,0.3,0.045,1.2,0.6
celeriac cooked,42.0,1.5,0.3,9.1,0.0
mustard spinach raw,33.0,3.3,0.5,5.9,4.2
zucchini raw,44.0,3.1,0.8,8.1,2.6
okra cooked,35.0,3.0,0.3,7.2,4.0
white icicle radish,14.0,1.1,0.1,2.6,1.4
orange tomato,18.0,1.3,0.2,3.5,1.0
pumpkin leaves raw,7.0,1.2,0.2,0.9,0.0
spaghetti squash cooked,42.0,1.0,0.4,10.0,2.2
white corn cooked,100.0,3.4,1.5,22.4,2.8
artichoke cooked,64.0,3.5,0.4,14.3,10.3
avocado,432.0,5.4,39.6,23.0,18.1
string beans wellsley farms,8.0,0.3,0.0,1.7,0.087
lambs quarters cooked,58.0,5.8,1.3,9.0,3.8
peas cooked,134.0,8.6,0.4,25.0,8.8
beets cooked,22.0,0.8,0.085,5.0,1.0
shallots dried,3.0,0.1,0.013,0.7,0.1
green lettuce,23.0,2.0,0.2,4.3,2.0
kohlrabi cooked,48.0,3.0,0.2,11.0,1.8
kanpyo dried,139.0,4.6,0.3,35.1,5.3
prairie turnips boiled,18.0,0.2,0.086,4.2,1.0
broccoli raab cooked,21.0,3.3,0.4,2.7,2.4
summer squash cooked,49.0,2.7,1.0,9.9,2.9
taro cooked,187.0,0.7,0.1,45.7,6.7
spring onion scallions,6.0,0.4,0.077,1.5,0.5
hubbard squash cooked,57.0,2.8,0.7,12.3,5.5
jalapeno pepper,4.0,0.1,0.002,0.9,0.4
new zealand spinach cooked,22.0,2.3,0.3,3.8,2.5
sesbania flower raw,1.0,0.012,0.095,0.2,0.0
spirulina dried,20.0,4.0,0.5,1.7,0.3
chinese cabbage pe tsai cooked,17.0,1.8,0.2,2.9,2.0
zucchini cooked,27.0,2.1,0.6,4.8,1.8
green olives pickled,4.0,0.073,0.4,0.1,0.057
lotus root raw,85.0,3.0,0.1,19.8,5.6
grape leaves,13.0,0.8,0.3,2.4,1.5
dill pickled cucumber,17.0,0.9,0.2,3.7,1.6
skunk cabbage,11.0,1.5,0.1,1.8,1.2
banana pepper,9.0,0.5,0.1,1.8,1.1
oriental radish raw,61.0,2.0,0.3,13.9,5.4
purslane cooked,21.0,1.7,0.2,4.1,0.0
rhubarb raw,11.0,0.5,0.1,2.3,0.9
swamp cabbage,20.0,2.0,0.2,3.6,1.9
mung bean sprouts raw,6.0,0.6,0.044,1.2,0.4
onion cooked,7.0,0.2,0.034,1.5,0.2
swiss chard raw,7.0,0.6,0.042,1.3,0.6
peas raw,117.0,7.9,0.6,21.0,7.4
cabbage cooked,35.0,1.9,0.019,8.3,2.9
taro leaves cooked,35.0,3.9,0.6,5.6,2.9
leeks cooked,38.0,1.0,0.2,9.4,1.2
split peas cooked,227.0,16.3,0.8,40.2,16.3
sweet corn yellow,58.0,4.1,0.4,14.2,1.5
asparagus raw,2.0,0.3,0.037,0.5,0.3
collard cooked,63.0,5.1,1.4,10.7,7.6
swiss chard cooked,35.0,3.3,0.1,7.2,3.7
nopales cooked,22.0,2.0,0.003,4.9,3.0
tahitian taro cooked,60.0,5.7,0.9,9.4,0.0
chinese cabbage pak choi raw,9.0,1.1,0.1,1.5,0.7
green chili pepper,18.0,0.9,0.097,4.3,0.7
mountain yam raw,91.0,1.8,0.1,22.2,3.4
parsnips cooked,114.0,2.1,0.5,27.2,6.4
tomato stewed,97.0,2.4,3.3,16.1,2.1
sweet green peppers cooked,19.0,0.7,0.1,4.5,0.9
white corn raw,143.0,5.3,2.0,31.6,4.5
rutabaga raw,286.0,8.3,1.2,66.5,17.8
jalapeno peppers canned,37.0,1.3,1.3,6.4,3.5
pumpkin canned,83.0,2.7,0.7,19.8,7.1
peas onions canned,61.0,3.9,0.5,10.3,2.8
sweet mashed potato canned,258.0,5.0,0.5,59.1,4.3
hominy canned,119.0,2.4,1.5,23.5,4.1
tomato puree canned,95.0,4.1,0.5,22.5,4.8
dried tomatoes canned in oil,6.0,0.2,0.4,0.7,0.2
mixed vegetables canned,88.0,3.5,0.6,17.5,9.3
straw mushrooms canned,2.0,0.2,0.09,0.3,0.1
capers canned,2.0,0.2,0.089,0.4,0.3
red peppers canned,15.0,0.7,0.058,3.7,0.9
carrots canned,104.0,2.6,0.6,24.4,8.2
tomatoes in tomato juice canned,41.0,1.9,0.3,9.6,2.4
asparagus canned,62.0,7.4,0.7,10.2,4.1
sweet red peppers canned,25.0,1.1,0.4,5.5,1.7
onions canned,12.0,0.5,0.084,2.5,0.8
turnip greens canned,27.0,2.0,0.4,4.0,1.9
hearts of palm,9.0,0.8,0.2,1.5,0.8
spinach canned,44.0,4.9,0.9,6.8,3.7
sweet potato canned,568.0,6.3,1.3,133.5,16.0
corn canned,49.0,1.6,0.6,11.1,1.4
peas carrots canned,97.0,5.5,0.7,21.6,8.4
crookneck squash canned,27.0,1.3,0.1,6.2,2.9
tomatoes canned,77.0,4.0,0.7,17.6,4.6
pimento canned,44.0,2.1,0.6,9.8,3.6
sweet green peppers canned,25.0,1.1,0.4,5.5,1.7
peas canned,57.0,3.5,0.8,9.5,0.0
chili peppers canned,29.0,1.0,0.4,6.4,2.4
green peppers canned,15.0,0.7,0.074,3.7,0.9
grape leaves canned,20.0,1.2,0.6,3.3,2.8
sauerkraut canned,27.0,1.3,0.2,6.1,4.1
beets canned,69.0,2.0,0.2,16.2,3.0
stewed tomatoes canned,66.0,2.3,0.5,15.8,2.6
tomato paste canned,215.0,11.3,1.2,49.5,10.7
bacon ranch salad mcdonalds,389.0,28.1,20.1,19.4,3.2
caesar salad with grilled chicken mcdonalds,201.0,29.1,5.6,11.3,3.3
caesar salad mcdonalds,94.0,6.8,4.4,9.1,3.4
vegetable salad,22.0,1.7,0.054,4.4,0.0
vegetable salad with chicken,70.0,11.6,1.5,2.5,0.0
potato salad,358.0,6.7,20.5,27.9,3.3
taco salad taco bell,906.0,35.7,48.9,80.5,16.0
iceberg lettuce,8.0,0.5,0.045,1.7,0.7
cornsalad,12.0,1.1,0.2,2.0,0.0
potato salad with egg,393.0,4.9,23.5,40.5,3.3
side salad mcdonalds,17.0,0.9,0.2,3.7,1.4
caesar salad with crispy chicken mcdonalds,349.0,25.7,16.4,19.2,3.4
grape apple salad with walnuts,191.0,3.5,8.2,25.6,3.6
vegetable salad with cheese egg,68.0,5.8,3.9,3.2,0.0
celtuce,1.0,0.071,0.088,0.3,0.1
arugula,5.0,0.5,0.1,0.7,0.3
vegetable salad with shrimp,71.0,9.7,1.7,4.4,0.0
coleslaw,292.0,1.8,18.9,28.4,3.6
shiitake mushrooms cooked,10.0,0.3,0.007,2.6,0.4
shiitake mushrooms raw,6.0,0.4,0.039,1.3,0.5
crimini mushrooms,1.0,0.2,0.018,0.3,0.064
mushrooms raw,15.0,2.2,0.2,2.3,0.7
portabella mushrooms grilled,35.0,4.0,0.7,5.4,2.7
maitake mushrooms,0.0,0.016,0.017,0.072,0.041
shiitake mushrooms dried,11.0,0.3,0.061,2.7,0.4
chanterelle mushrooms,2.0,0.033,0.063,0.4,0.2
cloud ear fungus dried,80.0,2.6,0.2,20.4,19.6
mushrooms cooked,44.0,3.4,0.7,8.3,3.4
pepeao dried,72.0,1.2,0.1,19.4,0.0
truffles,61.0,0.7,4.1,5.4,0.3
jews ear,25.0,0.5,0.095,6.7,0.0
enoki mushrooms,1.0,0.062,0.099,0.2,0.089
morel mushrooms,4.0,0.4,0.07,0.7,0.4
portabella mushrooms raw,19.0,1.8,0.3,3.3,1.1
oyster mushroom,5.0,0.5,0.035,0.9,0.3
chocolate pudding fat free,105.0,2.2,0.3,23.6,0.3
tapioca pudding,143.0,2.1,4.3,23.9,0.0
tapioca pudding fat free,105.0,1.6,0.4,23.9,0.0
rice pudding,122.0,3.6,2.4,20.8,0.3
corn pudding,328.0,11.1,12.6,42.4,3.0
chocolate pudding,213.0,3.1,6.9,34.5,0.0
lemon pudding,173.0,4.1,4.4,30.2,0.0
vanilla pudding,195.0,2.2,5.7,33.9,0.0
profeel proteiinirahka valio,140.0,175.0,0.4,19.3,0.0
cottage cheese creamed,20.0,2.2,0.9,0.7,0.0
zaziki milfina,51.0,0.0,4.4,0.0,0.0
cottage cheese low fat,163.0,28.0,2.3,6.1,0.0
cottage cheese nonfat,104.0,15.0,0.4,9.7,0.0
vanilla yogurt low fat,208.0,12.1,3.1,33.8,0.0
classique yogurt plain 2 liberte,30.0,3.3,1.2,1.7,0.0
yoplait light strawberry yogurt yoplait,79.0,0.0,0.0,0.074,0.0
vanilla yogurt,145.0,8.4,2.1,23.5,0.0
chocolate yogurt,168.0,5.3,0.0,35.3,1.8
yogurt parfait,125.0,5.0,1.5,23.6,1.6
yogurt,92.0,5.2,4.9,7.0,0.0
chocolate frozen yogurt,221.0,5.2,6.3,37.6,4.0
frozen yogurt,221.0,5.2,6.3,37.6,0.0
yogurt low fat,154.0,12.9,3.8,17.2,0.0
vanilla yoghurt oikos,120.0,0.0,1.8,0.0,0.0
fruit yogurt,149.0,6.0,1.7,28.0,0.0
danone low fat alsafi,88.0,0.0,1.7,0.089,0.0
fruit n yogurt parfait mcdonalds,156.0,4.1,1.9,30.9,1.5
triple zero greek yogurt dannon oikos,120.0,0.038,0.0,22.5,0.0
greek yogurt,100.0,17.3,0.7,6.1,0.0
chocolate rasberry protein mini proteinfx,102.0,0.0,2.9,0.0,0.0
gushers fruit gushers,360.0,0.0,6.0,0.2,0.0
egg fried,90.0,6.3,6.8,0.4,0.0
glucerna abbott,1010.0,0.0,35.6,120.9,12.8
sports drink,26.0,0.0,0.0,7.2,0.0
peanut butter cookie protein syntha 6,200.0,0.0,6.0,5.0,0.0
hanfprotein pulver rohkostqualitat veganz,107.0,0.0,3.1,14.2,0.0
smoothie high protein creamy chocolate slimfast,110.0,12.0,3.5,2.1,0.0
egg large,138.0,0.0,9.3,0.0,0.0
boysenberries frozen,66.0,1.5,0.3,16.1,7.0
malt beverage,88.0,0.5,0.3,19.1,0.0
chocolate powder for milk,88.0,1.0,0.5,19.9,1.0
vegetable fruit juice,9.0,0.071,0.017,2.2,0.0
cocoa powder unsweetened,12.0,1.1,0.7,3.1,1.8
coconut milk,35.0,0.3,3.6,0.8,0.3
cocoa powder,28.0,0.5,0.3,5.9,0.3
rice drink,113.0,0.7,2.3,22.0,0.7
coconut water,46.0,1.7,0.5,8.9,2.6
caramel med iced coffee dunkin donuts,268.0,0.0,9.0,0.0,0.0
instant coffee with water decaffeinated,4.0,0.2,0.0,0.8,0.0
instant coffee powder,353.0,12.2,0.5,75.4,0.0
instant coffee powder decaffeinated,6.0,0.2,0.069,1.4,0.0
instant cappuccino powder,53.0,0.4,0.7,11.2,0.2
coffee decaffeinated,0.0,0.2,0.0,0.0,0.0
espresso decaffeinated,3.0,0.065,0.011,0.5,0.0
instant coffee with water,4.0,0.2,0.0,0.6,0.0
coffee,2.0,0.3,0.069,0.0,0.0
espresso,3.0,0.021,0.086,0.5,0.0
whey protein powder vanilla eas,108.0,0.0,1.7,0.0,0.0
energy drink sugar free red bull,13.0,0.6,0.2,1.8,0.0
powerade coca cola,9.0,0.0,0.009,2.3,0.0
amp energy pepsi,110.0,0.6,0.2,29.0,0.0
gatorade g2 pepsi,2.0,0.069,0.052,0.6,0.0
amp energy sugar free pepsi,5.0,0.0,0.0,2.5,0.0
energy drink red bull,111.0,1.2,0.0,26.4,0.0
powerade zero ion4 coca cola,0.0,0.0,0.0,0.0,0.0
full throttle coca cola,110.0,0.6,0.2,29.0,0.0
passion fruit juice purple,148.0,1.7,0.4,35.7,0.5
pomegranate juice,134.0,0.4,0.7,32.7,0.2
cranberry apricot juice,157.0,0.5,0.0,39.7,0.2
pineapple juice,133.0,0.9,0.3,32.2,0.5
passion fruit juice yellow,126.0,1.0,0.1,33.6,0.5
orange apricot juice,128.0,0.8,0.3,31.8,0.3
tangerine juice,106.0,1.2,0.5,24.9,0.5
orange juice,90.0,1.4,0.4,20.8,0.4
grapefruit juice,96.0,1.2,0.2,22.7,0.0
pineapple grapefruit juice,118.0,0.5,0.3,29.0,0.3
tamarind nectar,143.0,0.2,0.3,37.0,1.3
apple juice,114.0,0.2,0.3,28.0,0.5
limeade,128.0,0.0,0.0,34.1,0.0
guava nectar,158.0,0.2,0.2,40.8,2.5
orange grapefruit juice,106.0,1.5,0.2,25.4,0.2
orange juice sainsburys,14.0,0.0,0.088,0.0,0.0
cranberry apple juice,154.0,0.0,0.3,38.8,0.0
pineapple orange juice,125.0,3.3,0.0,29.5,0.3
pear nectar,150.0,0.3,0.062,39.4,1.5
blackberry juice,95.0,0.8,1.5,19.5,0.3
lemon juice,54.0,0.9,0.6,16.6,0.7
cranberry grape juice,137.0,0.5,0.2,34.3,0.2
citrus fruit juice,114.0,0.8,0.057,28.3,0.2
prune juice,182.0,1.6,0.006,44.7,2.6
guanabana nectar,148.0,0.3,0.4,37.5,0.3
fruit juice,108.0,0.3,0.1,26.3,0.2
horchata,15.0,0.1,0.2,3.3,0.0
fruit punch,98.0,0.2,0.4,24.4,0.0
apricot nectar,139.0,0.9,0.2,35.7,1.5
orangensaft ja,86.0,0.0,0.0,1.4,0.0
fruchtcocktail granini,102.0,0.0,0.4,1.0,0.0
peach nectar,125.0,0.5,1.3,29.7,0.2
orange pineapple juice,15.0,0.1,0.08,3.6,0.032
cranberry juice,92.0,0.8,0.3,24.4,0.2
white grapefruit juice,96.0,1.2,0.2,22.7,0.2
mango nectar,128.0,0.3,0.2,32.9,0.8
acerola cherry juice,56.0,1.0,0.7,11.6,0.7
apple juice concentrate,350.0,1.1,0.8,86.5,0.8
papaya nectar,143.0,0.4,0.4,36.3,1.5
apple juice martinellis,122.0,0.0,0.0,0.0,0.0
lime juice,61.0,1.0,0.2,20.4,1.0
grape juice,152.0,0.9,0.3,37.4,0.5
water dannon,0.0,0.0,0.0,0.0,0.0
tap water,0.0,0.0,0.0,0.0,0.0
table water,0.0,0.0,0.0,0.0,0.0
fruit flavored water,52.0,0.0,0.0,13.0,0.0
water,0.0,0.0,0.0,0.0,0.0
cola light coca cola,0.0,0.0,0.0,0.0,0.0
lemon lime soda,151.0,0.3,0.0,38.4,0.0
tonic water,114.0,0.0,0.0,29.6,0.0
lemonade low calorie,7.0,0.092,0.0,1.6,0.0
ginger ale,68.0,0.0,0.0,17.5,0.0
ice tea lemon flavor nestle,88.0,0.0,0.0,22.3,0.0
sprite coca cola,80.0,0.1,0.063,20.3,0.0
cola coca cola,151.0,0.0,0.0,38.9,0.0
cola,74.0,0.1,0.07,19.1,0.0
cream soda,252.0,0.0,0.0,65.7,0.0
club soda,0.0,0.0,0.0,0.0,0.0
pink lemonade,86.0,0.1,0.3,21.6,0.2
grape soda,160.0,0.0,0.0,41.7,0.0
cola without caffeine coca cola,151.0,0.0,0.0,38.9,0.0
white lemonade,80.0,0.1,0.003,20.8,0.0
chocolate soda,207.0,0.0,0.0,52.6,0.0
sweet tea lipton,130.0,0.0,0.0,35.0,0.0
hibiscus tea,74.0,0.9,1.3,14.8,0.6
instant lemon tea,2.0,0.1,0.0,0.3,0.0
pesca tea santal,116.0,0.0,0.0,0.0,0.0
instant lemon tea sweetened,91.0,0.071,0.2,22.3,0.3
tea with milk and sugar yorkshire,15.0,0.0,0.5,0.4,0.0
tea blueberry muffin tekanne,4.0,0.0,0.2,0.4,0.0
chamomile tea,2.0,0.0,0.0,0.4,0.0
black tea,2.0,0.0,0.0,0.7,0.0
herb tea,2.0,0.0,0.0,0.4,0.0
clam tomato juice,80.0,1.0,0.3,18.2,0.7
tomato juice,41.0,2.1,0.7,8.6,1.0
vegetable juice,53.0,1.5,0.2,11.1,1.9
tomato vegetable juice,53.0,1.5,0.2,11.1,1.9
carrot juice,80.0,1.9,0.3,18.6,1.6
acorn dried,144.0,2.3,8.9,15.2,0.0
fenugreek seeds,36.0,2.6,0.7,6.5,2.7
peanut topping mcdonalds,181.0,7.9,15.0,4.6,0.0
beechnuts dried,173.0,1.9,15.0,10.1,0.0
breadnut tree seeds raw,61.0,1.7,0.3,13.1,0.0
cumin seeds,8.0,0.4,0.5,0.9,0.2
pili nuts dried,863.0,13.0,95.5,4.8,0.0
hazelnuts roasted,194.0,4.5,18.7,5.3,2.8
lupins cooked,193.0,25.8,4.8,15.4,4.6
hazelnuts blanched,178.0,3.9,17.3,4.8,3.1
brazilnuts dried,33.0,0.7,3.3,0.6,0.4
sunflower seeds dry roasted,47.0,1.5,4.0,1.9,0.9
ginkgo nuts canned,172.0,3.5,2.5,34.3,14.4
peanuts cooked,572.0,24.3,39.6,38.3,15.8
pumpkin squash seeds dried,721.0,39.0,63.3,13.8,7.7
cashew nuts raw,156.0,5.2,12.4,8.5,0.9
sunflower seeds dried,269.0,9.6,23.7,9.2,4.0
lotus seeds dried,106.0,4.9,0.6,20.6,0.0
butternuts dried,734.0,29.9,68.4,14.5,5.6
sesame seeds dried,52.0,1.6,4.5,2.1,1.1
breadfruit seeds,57.0,2.2,1.7,8.8,1.6
pinyon pine nuts dried,1.0,0.083,0.073,0.01,0.005
pine nuts dried,909.0,18.5,92.3,17.7,5.0
flaxseeds,55.0,1.9,4.3,3.0,2.8
safflower seed kernels dried,146.0,4.6,10.9,9.7,0.0
pistachio nuts raw,691.0,24.9,55.8,33.8,12.7
peanuts raw,828.0,37.7,71.9,23.5,12.4
poppy seeds,46.0,1.6,3.7,2.5,1.7
valencia peanuts raw,832.0,36.6,69.5,30.5,12.7
spanish peanuts,832.0,38.2,72.4,23.1,13.9
dill seeds,20.0,1.1,1.0,3.6,1.4
caraway seeds,22.0,1.3,1.0,3.3,2.5
acorn raw,110.0,1.7,6.8,11.5,0.0
almonds roasted,182.0,6.4,16.6,5.3,3.2
lotus seeds raw,25.0,1.2,0.1,4.9,0.0
chestnuts cooked,37.0,0.6,0.4,7.9,0.0
alfalfa seeds,1.0,0.1,0.075,0.002,0.015
virginia peanuts roasted,173.0,7.8,14.6,6.0,2.7
hazelnuts raw,471.0,11.2,45.6,12.5,7.3
anise seeds,7.0,0.4,0.3,1.1,0.3
macadamia nuts roasted,215.0,2.3,22.8,4.0,2.4
studentenfutter alnatura,139.0,3.1,7.8,13.2,0.031
pumpkin squash seeds roasted,46.0,2.4,3.9,1.2,0.5
water chestnut raw,120.0,1.7,0.1,29.7,3.7
chestnuts roasted,37.0,0.5,0.3,7.9,0.8
ginkgo nuts raw,52.0,1.2,0.5,10.6,0.0
almonds raw,9.0,0.3,0.7,0.3,0.2
peanuts roasted,180.0,8.4,15.8,4.6,2.8
sunflower seeds toasted,829.0,23.1,76.1,27.6,15.4
sisymbrium seeds,235.0,9.0,3.4,43.1,0.0
breadnut tree seeds dried,587.0,13.8,2.7,127.0,23.8
pecans raw,753.0,10.0,78.4,15.1,10.5
chia seeds dried,138.0,4.7,8.7,11.9,9.7
japanese chestnuts roasted,57.0,0.8,0.2,12.8,0.0
sesame seeds toasted,45.0,1.4,3.8,2.1,1.1
cashew nuts roasted,174.0,5.1,14.3,9.0,1.0
lupins raw,668.0,65.1,17.5,72.7,34.0
mustard seeds ground,10.0,0.5,0.7,0.6,0.2
mixed nuts roasted,178.0,5.2,15.4,7.6,2.7
salat mix alestro,61.0,0.0,5.2,2.4,0.0
chestnuts raw,309.0,3.5,3.3,66.0,11.7
pistachio nuts roasted,172.0,6.3,13.7,8.5,3.1
walnut,33.0,0.8,3.3,0.7,0.3
celery seeds,25.0,1.2,1.6,2.7,0.8
hickorynuts dried,788.0,15.3,77.2,21.9,7.7
spanish peanuts roasted,851.0,41.2,72.1,25.7,13.1
woca seeds dried,102.0,2.2,0.3,22.6,5.4
pecans roasted,215.0,2.8,22.6,3.9,2.9
fennel seeds,7.0,0.3,0.3,1.0,0.8
chinese chestnuts roasted,68.0,1.3,0.3,14.8,0.0
watermelon seed kernels dried,602.0,30.6,51.2,16.5,0.0
macadamia nuts raw,38.0,0.4,4.0,0.7,0.5
pectin,163.0,0.2,0.2,45.2,4.3
black walnut dried,31.0,1.2,3.0,0.5,0.3
water chestnut canned,70.0,1.2,0.015,17.2,3.5
ginkgo nuts dried,98.0,2.9,0.6,20.5,0.0
virginia peanuts raw,822.0,36.8,71.2,24.1,12.4
valencia peanuts roasted,177.0,8.1,15.4,4.9,2.7
nesfit diet cereal nestle,75.0,0.0,0.0,0.0,0.0
corn grits cooked,182.0,4.4,1.2,37.9,2.1
amaranth flakes,134.0,5.9,2.7,27.0,3.6
granola,293.0,8.2,14.6,32.3,5.3
muesli with fruit nuts,231.0,4.3,3.4,45.7,5.8
muesli master crumble,124.0,2.4,2.4,4.5,0.0
bran flakes,131.0,4.0,0.8,32.2,7.3
nut cereal,245.0,4.0,5.9,46.2,3.6
corn flakes,108.0,1.7,0.3,24.6,0.8
corn grits dry,36.0,0.7,0.2,7.7,0.4
cream cheese,51.0,0.9,5.0,0.8,0.0
neufchatel cheese,215.0,7.8,19.4,3.1,0.0
requeijao cremoso light catupiry,49.0,0.8,3.6,0.9,0.1
ricotta cheese,30.0,1.5,2.0,1.5,0.0
cream cheese low fat,30.0,1.2,2.3,1.2,0.0
cream cheese fat free,19.0,2.8,0.2,1.4,0.0
gruyere cheese,116.0,8.3,9.1,0.1,0.0
cheddar cheese,113.0,6.4,9.3,0.9,0.0
parmesan cheese,71.0,6.4,4.5,0.6,0.0
romano cheese,19.0,1.6,1.3,0.2,0.0
parmesan cheese grated,21.0,1.4,1.4,0.7,0.0
port salut cheese,465.0,31.4,37.2,0.8,0.0
swiss cheese,98.0,6.7,7.7,0.4,0.0
goat cheese hard,128.0,8.6,10.1,0.6,0.0
gouda cheese,100.0,7.0,7.7,0.6,0.0
pepper jack cheese lucerne,75.0,5.0,6.0,0.0,2.5
caraway cheese,106.0,7.1,8.3,0.9,0.0
gjetost cheese,1058.0,21.9,67.0,96.8,0.0
tilsit cheese,136.0,9.8,10.4,0.8,0.0
goat cheese,103.0,6.1,8.4,0.009,0.0
brick cheese,111.0,7.0,8.9,0.8,0.0
asadero cheese,402.0,25.5,31.9,3.2,0.0
camembert cheese,90.0,5.9,7.3,0.1,0.0
provolone cheese reduced fat,310.0,27.9,19.9,4.0,0.0
roquefort cheese,314.0,18.3,26.0,1.7,0.0
queso blanco cheese,366.0,24.0,28.7,3.0,0.0
queso seco cheese,315.0,23.8,23.6,2.0,0.0
goat cheese soft,75.0,5.2,6.0,0.0,0.0
mozzarella cheese,90.0,6.7,6.6,0.7,0.0
